trip_purpose,companion_count,booking_window,booking_channel,flights_per_year,competitor_used,price_paid_range,price_perception,experience_vs_expectation,comfort_rating,service_rating,return_intent,next_travel_window,booking_decision_factor,loyalty_sensitive,seat_class,departure_hour,departure_day,departure_month,occupancy_pct,route,flight_id,seat_id,purchase_intent_score,offer_clicked,offer_shown,submitted_at
LEISURE,GROUP,LAST_MINUTE,MOBILE_APP,6_10,NO,100_200,FAIR,AS_EXPECTED,3,3,BOOKED,THIS_MONTH,LOYALTY,DEPENDS,BUSINESS,11,21,10,98.9,CMN-DKR,37,11A,76,0,LOUNGE,2026-06-24 09:42:57.962938
FAMILY,ALONE,LAST_MINUTE,WEBSITE,3_5,YES,200_400,FAIR,AS_EXPECTED,2,2,NO,3_6_MONTHS,DIRECT_FLIGHT,YES,ECONOMY,4,9,3,51.4,CMN-YUL,48,16H,17,0,UPGRADE,2026-06-17 02:51:57.962938
BUSINESS,GROUP,MONTHS_AHEAD,MOBILE_APP,1_2,NO,UNDER_100,GREAT_DEAL,AS_EXPECTED,4,4,NO,3_6_MONTHS,LOYALTY,YES,BUSINESS,19,8,8,76.0,CMN-BRU,7,14G,18,0,LOUNGE,2026-04-26 12:58:57.963938
LEISURE,GROUP,FEW_WEEKS,MOBILE_APP,1_2,YES,ABOVE_400,GREAT_DEAL,AS_EXPECTED,4,2,PLANNED,THIS_MONTH,LOYALTY,YES,ECONOMY,17,1,9,80.2,CMN-IST,12,28H,42,0,UPGRADE,2026-06-04 12:11:57.963938
BUSINESS,PAIR,FEW_WEEKS,WEBSITE,6_10,YES,UNDER_100,GREAT_DEAL,AS_EXPECTED,4,4,PLANNED,THIS_MONTH,LOYALTY,YES,ECONOMY,23,7,7,97.5,CMN-LOS,40,11B,45,1,UPGRADE,2026-06-28 01:07:57.963938
BUSINESS,PAIR,FEW_WEEKS,AGENCY,3_5,YES,UNDER_100,FAIR,WORSE,3,2,PLANNED,NOT_SURE,DIRECT_FLIGHT,DEPENDS,FIRST,12,15,3,97.8,CMN-YUL,8,3C,49,0,LOUNGE,2026-05-01 12:50:57.963938
BUSINESS,ALONE,LAST_MINUTE,WEBSITE,6_10,NO,ABOVE_400,TOO_EXPENSIVE,WORSE,4,5,BOOKED,3_6_MONTHS,LOYALTY,NO,ECONOMY,14,20,4,53.5,CMN-LOS,30,1B,78,0,UPGRADE,2026-06-16 03:06:57.963938
BUSINESS,ALONE,MONTHS_AHEAD,AGENCY,3_5,NO,ABOVE_400,FAIR,AS_EXPECTED,5,2,BOOKED,3_6_MONTHS,DIRECT_FLIGHT,YES,ECONOMY,11,17,7,98.3,CMN-LOS,38,19D,58,0,UPGRADE,2026-03-03 12:23:57.963938
BUSINESS,PAIR,FEW_WEEKS,WEBSITE,1_2,YES,ABOVE_400,TOO_EXPENSIVE,AS_EXPECTED,4,5,NO,3_6_MONTHS,LOYALTY,DEPENDS,FIRST,20,24,7,65.8,CMN-FCO,38,17H,27,0,LOUNGE,2026-03-17 10:53:57.963938
BUSINESS,PAIR,FEW_WEEKS,MOBILE_APP,3_5,YES,UNDER_100,FAIR,BETTER,5,3,PLANNED,THIS_MONTH,LOYALTY,DEPENDS,ECONOMY,23,17,10,66.5,CMN-AMS,42,40E,57,1,UPGRADE,2026-06-25 10:56:57.963938
LEISURE,PAIR,MONTHS_AHEAD,AGENCY,1_2,NO,UNDER_100,FAIR,AS_EXPECTED,3,4,NO,1_3_MONTHS,BEST_SCHEDULE,DEPENDS,ECONOMY,3,8,7,77.4,CMN-IST,48,34A,26,0,UPGRADE,2026-04-29 11:28:57.963938
BUSINESS,PAIR,LAST_MINUTE,WEBSITE,3_5,NO,100_200,TOO_EXPENSIVE,AS_EXPECTED,2,4,BOOKED,1_3_MONTHS,DIRECT_FLIGHT,YES,ECONOMY,7,28,9,69.4,CMN-DKR,14,13E,51,0,UPGRADE,2026-04-30 09:26:57.963938
BUSINESS,PAIR,FEW_WEEKS,MOBILE_APP,1_2,NO,100_200,TOO_EXPENSIVE,BETTER,5,4,BOOKED,1_3_MONTHS,LOWEST_PRICE,DEPENDS,ECONOMY,18,10,2,47.9,CMN-MAD,2,12H,67,1,UPGRADE,2026-04-01 22:40:57.963938
BUSINESS,GROUP,FEW_WEEKS,MOBILE_APP,3_5,NO,ABOVE_400,GREAT_DEAL,BETTER,3,2,PLANNED,3_6_MONTHS,LOYALTY,YES,ECONOMY,10,15,11,65.0,CMN-LOS,34,38D,52,0,UPGRADE,2026-06-26 07:17:57.963938
LEISURE,GROUP,LAST_MINUTE,WEBSITE,1_2,NO,ABOVE_400,TOO_EXPENSIVE,AS_EXPECTED,5,5,BOOKED,THIS_MONTH,LOWEST_PRICE,NO,ECONOMY,19,6,4,92.7,CMN-YUL,7,14B,79,1,UPGRADE,2026-04-12 21:01:57.963938
FAMILY,GROUP,LAST_MINUTE,MOBILE_APP,10_PLUS,NO,100_200,FAIR,WORSE,5,2,PLANNED,THIS_MONTH,DIRECT_FLIGHT,DEPENDS,ECONOMY,1,21,7,90.6,CMN-JFK,8,2G,56,1,UPGRADE,2026-04-26 17:48:57.963938
LEISURE,GROUP,MONTHS_AHEAD,MOBILE_APP,3_5,NO,100_200,TOO_EXPENSIVE,BETTER,4,5,BOOKED,3_6_MONTHS,LOYALTY,DEPENDS,FIRST,0,28,5,92.4,CMN-LIS,31,12J,78,1,LOUNGE,2026-05-02 00:07:57.963938
LEISURE,GROUP,FEW_WEEKS,AGENCY,1_2,NO,UNDER_100,FAIR,AS_EXPECTED,4,4,NO,3_6_MONTHS,LOWEST_PRICE,DEPENDS,BUSINESS,21,19,6,98.8,CMN-BRU,2,13C,27,0,LOUNGE,2026-06-24 03:17:57.963938
BUSINESS,ALONE,MONTHS_AHEAD,AGENCY,1_2,NO,UNDER_100,GREAT_DEAL,AS_EXPECTED,3,2,NO,NOT_SURE,DIRECT_FLIGHT,YES,ECONOMY,0,20,3,94.2,CMN-JFK,26,23E,29,1,UPGRADE,2026-04-12 21:05:57.963938
LEISURE,PAIR,LAST_MINUTE,AGENCY,3_5,YES,100_200,GREAT_DEAL,BETTER,4,3,BOOKED,3_6_MONTHS,LOWEST_PRICE,YES,ECONOMY,4,7,2,80.9,CMN-CAI,9,3G,62,0,UPGRADE,2026-06-12 17:08:57.963938
FAMILY,GROUP,LAST_MINUTE,MOBILE_APP,10_PLUS,YES,200_400,GREAT_DEAL,BETTER,5,3,NO,3_6_MONTHS,DIRECT_FLIGHT,NO,ECONOMY,15,20,8,92.8,CMN-TUN,48,10E,67,0,UPGRADE,2026-05-29 01:04:57.963938
BUSINESS,ALONE,MONTHS_AHEAD,WEBSITE,1_2,NO,100_200,FAIR,BETTER,3,4,NO,THIS_MONTH,LOYALTY,YES,BUSINESS,11,12,11,70.2,CMN-DKR,50,34J,21,0,LOUNGE,2026-06-18 07:32:57.963938
LEISURE,ALONE,LAST_MINUTE,AIRPORT_COUNTER,1_2,NO,200_400,TOO_EXPENSIVE,BETTER,5,5,BOOKED,3_6_MONTHS,LOWEST_PRICE,NO,BUSINESS,9,17,9,60.2,CMN-BCN,46,21A,82,1,LOUNGE,2026-05-07 09:07:57.963938
FAMILY,ALONE,FEW_WEEKS,AIRPORT_COUNTER,3_5,NO,200_400,FAIR,AS_EXPECTED,3,4,NO,THIS_MONTH,LOWEST_PRICE,DEPENDS,ECONOMY,22,5,11,53.2,CMN-ABJ,50,22E,32,0,UPGRADE,2026-03-13 03:36:57.963938
FAMILY,PAIR,FEW_WEEKS,MOBILE_APP,1_2,YES,UNDER_100,GREAT_DEAL,AS_EXPECTED,3,4,PLANNED,1_3_MONTHS,DIRECT_FLIGHT,DEPENDS,ECONOMY,19,2,1,71.6,CMN-IST,22,24E,43,0,UPGRADE,2026-05-06 03:16:57.963938
FAMILY,ALONE,FEW_WEEKS,WEBSITE,1_2,NO,ABOVE_400,FAIR,AS_EXPECTED,3,4,PLANNED,1_3_MONTHS,LOYALTY,NO,BUSINESS,5,25,8,68.3,CMN-FCO,40,2G,59,1,LOUNGE,2026-03-20 13:44:57.963938
FAMILY,PAIR,LAST_MINUTE,MOBILE_APP,1_2,YES,UNDER_100,TOO_EXPENSIVE,AS_EXPECTED,2,3,BOOKED,NOT_SURE,LOWEST_PRICE,YES,BUSINESS,9,12,6,75.0,CMN-IST,23,23F,54,1,LOUNGE,2026-06-05 14:50:57.963938
LEISURE,GROUP,LAST_MINUTE,WEBSITE,6_10,NO,ABOVE_400,FAIR,WORSE,5,5,PLANNED,3_6_MONTHS,LOWEST_PRICE,YES,ECONOMY,23,19,2,46.6,CMN-DKR,49,4E,32,1,UPGRADE,2026-04-29 16:00:57.963938
BUSINESS,PAIR,MONTHS_AHEAD,WEBSITE,1_2,NO,ABOVE_400,FAIR,BETTER,5,2,NO,1_3_MONTHS,LOWEST_PRICE,DEPENDS,ECONOMY,13,2,9,76.1,CMN-TUN,33,35F,36,1,UPGRADE,2026-05-12 06:20:57.963938
LEISURE,GROUP,LAST_MINUTE,WEBSITE,1_2,YES,UNDER_100,GREAT_DEAL,BETTER,2,3,PLANNED,1_3_MONTHS,BEST_SCHEDULE,NO,BUSINESS,13,8,8,76.7,CMN-LHR,1,16J,69,1,LOUNGE,2026-05-02 01:19:57.963938
LEISURE,ALONE,MONTHS_AHEAD,MOBILE_APP,1_2,YES,ABOVE_400,FAIR,AS_EXPECTED,5,5,PLANNED,1_3_MONTHS,LOYALTY,NO,ECONOMY,4,24,1,74.4,CMN-IST,33,6C,58,1,UPGRADE,2026-05-22 02:37:57.963938
LEISURE,PAIR,FEW_WEEKS,WEBSITE,1_2,NO,100_200,FAIR,AS_EXPECTED,5,5,PLANNED,NOT_SURE,LOYALTY,DEPENDS,ECONOMY,21,23,9,70.6,CMN-IST,18,40C,55,1,UPGRADE,2026-04-22 03:48:57.963938
BUSINESS,PAIR,FEW_WEEKS,AGENCY,1_2,NO,200_400,GREAT_DEAL,AS_EXPECTED,4,5,PLANNED,1_3_MONTHS,BEST_SCHEDULE,DEPENDS,ECONOMY,0,5,11,65.5,CMN-CDG,36,37G,46,1,UPGRADE,2026-05-05 20:14:57.963938
LEISURE,ALONE,MONTHS_AHEAD,AIRPORT_COUNTER,1_2,YES,100_200,GREAT_DEAL,AS_EXPECTED,3,4,PLANNED,NOT_SURE,BEST_SCHEDULE,YES,FIRST,1,8,8,56.2,CMN-LOS,46,36E,47,1,LOUNGE,2026-05-09 19:58:57.963938
BUSINESS,PAIR,FEW_WEEKS,AGENCY,3_5,NO,200_400,FAIR,BETTER,4,4,PLANNED,NOT_SURE,LOYALTY,DEPENDS,ECONOMY,14,22,7,80.2,CMN-JFK,30,33G,62,0,UPGRADE,2026-05-16 16:44:57.963938
BUSINESS,PAIR,MONTHS_AHEAD,MOBILE_APP,3_5,YES,200_400,TOO_EXPENSIVE,BETTER,5,3,BOOKED,THIS_MONTH,LOYALTY,DEPENDS,BUSINESS,8,14,6,55.4,CMN-FCO,17,12A,77,1,LOUNGE,2026-06-09 16:02:57.963938
LEISURE,PAIR,FEW_WEEKS,MOBILE_APP,1_2,NO,UNDER_100,GREAT_DEAL,BETTER,2,4,PLANNED,THIS_MONTH,LOYALTY,DEPENDS,FIRST,20,4,4,57.1,CMN-CAI,21,4J,60,1,LOUNGE,2026-06-05 12:41:57.963938
LEISURE,PAIR,FEW_WEEKS,WEBSITE,10_PLUS,YES,ABOVE_400,FAIR,AS_EXPECTED,2,4,BOOKED,1_3_MONTHS,LOWEST_PRICE,YES,ECONOMY,1,24,9,78.2,CMN-MAD,48,32A,67,1,UPGRADE,2026-06-09 14:42:57.963938
LEISURE,PAIR,FEW_WEEKS,AGENCY,3_5,NO,200_400,FAIR,AS_EXPECTED,4,2,PLANNED,1_3_MONTHS,DIRECT_FLIGHT,YES,ECONOMY,5,12,10,78.5,CMN-BCN,8,19D,34,0,UPGRADE,2026-06-23 08:22:57.963938
BUSINESS,PAIR,FEW_WEEKS,MOBILE_APP,6_10,NO,100_200,GREAT_DEAL,BETTER,3,3,BOOKED,NOT_SURE,LOYALTY,YES,FIRST,6,27,8,51.0,CMN-ABJ,16,10A,83,1,LOUNGE,2026-06-17 22:13:57.963938
BUSINESS,ALONE,LAST_MINUTE,WEBSITE,3_5,NO,UNDER_100,GREAT_DEAL,BETTER,2,5,NO,3_6_MONTHS,LOWEST_PRICE,DEPENDS,ECONOMY,4,9,8,62.6,CMN-DXB,10,27H,52,0,UPGRADE,2026-05-07 21:33:57.964938
LEISURE,ALONE,FEW_WEEKS,MOBILE_APP,1_2,YES,200_400,TOO_EXPENSIVE,AS_EXPECTED,5,5,BOOKED,THIS_MONTH,LOYALTY,DEPENDS,BUSINESS,2,25,2,97.5,CMN-MAD,45,34B,58,0,LOUNGE,2026-04-30 19:32:57.964938
LEISURE,ALONE,FEW_WEEKS,MOBILE_APP,1_2,NO,100_200,GREAT_DEAL,WORSE,4,4,PLANNED,3_6_MONTHS,LOWEST_PRICE,NO,ECONOMY,13,11,8,89.2,CMN-ABJ,38,19D,51,0,UPGRADE,2026-06-24 13:59:57.964938
BUSINESS,PAIR,FEW_WEEKS,MOBILE_APP,6_10,NO,200_400,FAIR,AS_EXPECTED,3,2,PLANNED,THIS_MONTH,LOYALTY,DEPENDS,ECONOMY,17,17,1,87.1,CMN-BCN,4,39D,59,1,UPGRADE,2026-05-09 06:34:57.964938
BUSINESS,PAIR,LAST_MINUTE,MOBILE_APP,1_2,NO,200_400,FAIR,BETTER,2,2,PLANNED,3_6_MONTHS,LOWEST_PRICE,DEPENDS,BUSINESS,8,8,8,95.2,CMN-ORY,41,10B,57,0,LOUNGE,2026-05-25 03:59:57.964938
LEISURE,PAIR,MONTHS_AHEAD,MOBILE_APP,3_5,NO,100_200,TOO_EXPENSIVE,WORSE,5,2,PLANNED,3_6_MONTHS,DIRECT_FLIGHT,DEPENDS,ECONOMY,14,13,10,69.0,CMN-ORY,23,39B,41,0,UPGRADE,2026-03-26 10:57:57.964938
LEISURE,ALONE,LAST_MINUTE,MOBILE_APP,1_2,YES,200_400,FAIR,WORSE,2,5,PLANNED,1_3_MONTHS,BEST_SCHEDULE,DEPENDS,FIRST,2,16,10,56.4,CMN-YUL,19,32A,29,1,LOUNGE,2026-05-21 17:33:57.964938
LEISURE,GROUP,FEW_WEEKS,AIRPORT_COUNTER,6_10,NO,200_400,FAIR,WORSE,4,5,BOOKED,NOT_SURE,DIRECT_FLIGHT,NO,ECONOMY,0,19,5,66.2,CMN-CDG,31,35F,74,1,UPGRADE,2026-04-06 12:48:57.964938
LEISURE,ALONE,FEW_WEEKS,WEBSITE,1_2,NO,ABOVE_400,FAIR,AS_EXPECTED,2,2,PLANNED,THIS_MONTH,LOWEST_PRICE,YES,ECONOMY,19,26,4,68.5,CMN-CDG,38,5E,35,0,UPGRADE,2026-04-06 03:04:57.964938
FAMILY,ALONE,FEW_WEEKS,MOBILE_APP,3_5,NO,200_400,TOO_EXPENSIVE,AS_EXPECTED,5,5,NO,NOT_SURE,LOWEST_PRICE,YES,ECONOMY,21,19,8,52.2,CMN-YUL,33,9B,20,1,UPGRADE,2026-05-17 04:27:57.964938
LEISURE,GROUP,FEW_WEEKS,WEBSITE,1_2,NO,100_200,FAIR,WORSE,4,5,PLANNED,THIS_MONTH,BEST_SCHEDULE,YES,ECONOMY,11,28,2,97.4,CMN-JFK,26,16H,27,0,UPGRADE,2026-04-11 13:04:57.964938
BUSINESS,PAIR,LAST_MINUTE,WEBSITE,6_10,NO,ABOVE_400,FAIR,BETTER,2,3,PLANNED,NOT_SURE,DIRECT_FLIGHT,YES,ECONOMY,14,10,8,69.4,CMN-AMS,24,40F,47,0,UPGRADE,2026-05-20 11:39:57.964938
BUSINESS,GROUP,MONTHS_AHEAD,MOBILE_APP,6_10,YES,100_200,FAIR,AS_EXPECTED,3,2,PLANNED,3_6_MONTHS,DIRECT_FLIGHT,DEPENDS,ECONOMY,3,5,7,88.7,CMN-BCN,37,6G,63,1,UPGRADE,2026-05-28 19:52:57.964938
LEISURE,ALONE,MONTHS_AHEAD,MOBILE_APP,1_2,YES,ABOVE_400,FAIR,AS_EXPECTED,5,4,BOOKED,3_6_MONTHS,LOYALTY,YES,ECONOMY,22,6,1,52.3,CMN-FCO,50,36H,48,1,UPGRADE,2026-04-25 14:48:57.965945
LEISURE,PAIR,MONTHS_AHEAD,AGENCY,3_5,YES,200_400,GREAT_DEAL,BETTER,3,3,BOOKED,1_3_MONTHS,LOWEST_PRICE,DEPENDS,ECONOMY,14,17,7,63.1,CMN-CDG,16,37E,73,1,UPGRADE,2026-03-12 21:02:57.967261
BUSINESS,PAIR,MONTHS_AHEAD,MOBILE_APP,3_5,NO,UNDER_100,FAIR,BETTER,3,4,BOOKED,3_6_MONTHS,BEST_SCHEDULE,YES,ECONOMY,16,23,2,48.7,CMN-DXB,32,23A,57,0,UPGRADE,2026-06-10 03:21:57.967261
LEISURE,GROUP,LAST_MINUTE,MOBILE_APP,1_2,NO,200_400,FAIR,AS_EXPECTED,5,3,NO,3_6_MONTHS,BEST_SCHEDULE,YES,ECONOMY,3,14,9,65.4,CMN-ABJ,1,34J,15,0,UPGRADE,2026-05-25 11:15:57.967959
LEISURE,PAIR,FEW_WEEKS,AGENCY,1_2,NO,UNDER_100,GREAT_DEAL,WORSE,5,4,PLANNED,3_6_MONTHS,LOYALTY,NO,BUSINESS,4,4,1,50.8,CMN-TUN,5,33J,51,0,LOUNGE,2026-04-11 04:50:57.968083
FAMILY,GROUP,LAST_MINUTE,WEBSITE,1_2,NO,100_200,FAIR,WORSE,4,3,PLANNED,THIS_MONTH,LOWEST_PRICE,YES,ECONOMY,22,16,1,91.2,CMN-IST,30,24G,27,0,UPGRADE,2026-05-07 09:15:57.968083
FAMILY,ALONE,FEW_WEEKS,WEBSITE,6_10,YES,200_400,GREAT_DEAL,WORSE,2,3,NO,1_3_MONTHS,LOYALTY,DEPENDS,BUSINESS,12,20,12,82.6,CMN-LIS,43,16E,28,1,LOUNGE,2026-03-13 16:11:57.968083
BUSINESS,PAIR,LAST_MINUTE,WEBSITE,1_2,YES,200_400,TOO_EXPENSIVE,BETTER,2,2,PLANNED,1_3_MONTHS,LOWEST_PRICE,YES,BUSINESS,18,25,6,50.9,CMN-BRU,22,9B,44,1,LOUNGE,2026-06-06 19:01:57.968083
BUSINESS,GROUP,LAST_MINUTE,MOBILE_APP,1_2,NO,UNDER_100,TOO_EXPENSIVE,BETTER,4,2,PLANNED,3_6_MONTHS,LOYALTY,YES,BUSINESS,6,22,4,68.5,CMN-JFK,47,1C,53,0,LOUNGE,2026-02-27 22:38:57.968083
BUSINESS,PAIR,MONTHS_AHEAD,MOBILE_APP,1_2,YES,UNDER_100,FAIR,AS_EXPECTED,3,2,PLANNED,1_3_MONTHS,LOYALTY,DEPENDS,BUSINESS,5,3,10,91.6,CMN-BCN,42,19C,37,1,LOUNGE,2026-06-14 09:07:57.968083
BUSINESS,ALONE,LAST_MINUTE,AGENCY,10_PLUS,NO,ABOVE_400,TOO_EXPENSIVE,AS_EXPECTED,2,4,NO,NOT_SURE,LOYALTY,YES,ECONOMY,3,27,3,89.3,CMN-CDG,7,29E,25,0,UPGRADE,2026-06-09 17:16:57.968083
LEISURE,PAIR,MONTHS_AHEAD,WEBSITE,3_5,NO,ABOVE_400,FAIR,AS_EXPECTED,2,3,PLANNED,THIS_MONTH,BEST_SCHEDULE,DEPENDS,ECONOMY,14,22,6,96.3,CMN-BCN,27,20E,50,0,UPGRADE,2026-05-19 12:30:57.968083
LEISURE,GROUP,MONTHS_AHEAD,WEBSITE,1_2,YES,200_400,TOO_EXPENSIVE,BETTER,4,5,NO,1_3_MONTHS,BEST_SCHEDULE,YES,BUSINESS,17,9,12,97.5,CMN-LIS,10,17G,19,1,LOUNGE,2026-05-09 02:45:57.968083
LEISURE,ALONE,LAST_MINUTE,AIRPORT_COUNTER,1_2,NO,200_400,GREAT_DEAL,AS_EXPECTED,5,2,NO,NOT_SURE,DIRECT_FLIGHT,YES,BUSINESS,4,20,12,55.7,CMN-CAI,32,28G,19,0,LOUNGE,2026-03-31 01:59:57.968083
BUSINESS,ALONE,FEW_WEEKS,MOBILE_APP,1_2,YES,UNDER_100,GREAT_DEAL,AS_EXPECTED,2,4,NO,THIS_MONTH,DIRECT_FLIGHT,NO,ECONOMY,4,10,8,88.4,CMN-LIS,23,18C,38,0,UPGRADE,2026-05-22 16:49:57.968083
LEISURE,GROUP,MONTHS_AHEAD,MOBILE_APP,3_5,NO,ABOVE_400,FAIR,WORSE,3,4,PLANNED,1_3_MONTHS,LOWEST_PRICE,NO,ECONOMY,5,26,9,76.1,CMN-YUL,42,13C,56,0,UPGRADE,2026-04-23 18:18:57.968083
FAMILY,ALONE,FEW_WEEKS,WEBSITE,6_10,NO,ABOVE_400,FAIR,BETTER,4,3,BOOKED,THIS_MONTH,DIRECT_FLIGHT,DEPENDS,ECONOMY,18,6,11,49.4,CMN-BRU,21,16E,77,0,UPGRADE,2026-03-28 17:05:57.968649
LEISURE,GROUP,LAST_MINUTE,MOBILE_APP,1_2,NO,200_400,FAIR,AS_EXPECTED,5,3,NO,NOT_SURE,DIRECT_FLIGHT,DEPENDS,ECONOMY,22,14,3,86.5,CMN-AMS,35,1F,31,0,UPGRADE,2026-03-15 10:15:57.968649
LEISURE,PAIR,MONTHS_AHEAD,WEBSITE,6_10,NO,200_400,GREAT_DEAL,AS_EXPECTED,3,2,PLANNED,THIS_MONTH,LOYALTY,YES,ECONOMY,18,14,4,80.6,CMN-JFK,8,7A,43,0,UPGRADE,2026-04-26 08:29:57.968649
LEISURE,PAIR,LAST_MINUTE,WEBSITE,1_2,NO,200_400,FAIR,BETTER,5,3,PLANNED,1_3_MONTHS,BEST_SCHEDULE,YES,ECONOMY,4,14,12,71.3,CMN-TUN,30,3D,52,1,UPGRADE,2026-04-08 00:25:57.968649
LEISURE,PAIR,LAST_MINUTE,AGENCY,6_10,NO,100_200,FAIR,WORSE,5,4,NO,THIS_MONTH,LOWEST_PRICE,NO,ECONOMY,14,24,6,96.2,CMN-DKR,16,32D,34,1,UPGRADE,2026-05-19 22:20:57.968649
BUSINESS,ALONE,LAST_MINUTE,AIRPORT_COUNTER,3_5,YES,100_200,GREAT_DEAL,AS_EXPECTED,4,4,PLANNED,THIS_MONTH,LOWEST_PRICE,YES,BUSINESS,17,4,9,88.3,CMN-AMS,46,27E,35,1,LOUNGE,2026-06-24 17:30:57.968941
LEISURE,PAIR,LAST_MINUTE,MOBILE_APP,1_2,YES,UNDER_100,GREAT_DEAL,BETTER,5,2,PLANNED,NOT_SURE,DIRECT_FLIGHT,DEPENDS,ECONOMY,20,7,3,86.0,CMN-IST,37,39H,56,0,UPGRADE,2026-03-11 18:39:57.968941
BUSINESS,ALONE,FEW_WEEKS,WEBSITE,1_2,NO,100_200,FAIR,BETTER,3,2,BOOKED,3_6_MONTHS,LOWEST_PRICE,NO,ECONOMY,0,10,7,45.1,CMN-CDG,41,19B,86,1,UPGRADE,2026-03-25 03:29:57.968941
BUSINESS,GROUP,FEW_WEEKS,MOBILE_APP,10_PLUS,NO,100_200,FAIR,AS_EXPECTED,4,5,NO,NOT_SURE,BEST_SCHEDULE,DEPENDS,ECONOMY,15,13,2,83.4,CMN-CAI,38,36H,45,0,UPGRADE,2026-03-05 03:32:57.968941
LEISURE,PAIR,FEW_WEEKS,AGENCY,1_2,NO,UNDER_100,GREAT_DEAL,BETTER,2,3,PLANNED,1_3_MONTHS,LOWEST_PRICE,YES,ECONOMY,15,8,1,59.8,CMN-BCN,38,17F,42,0,UPGRADE,2026-03-17 16:08:57.968941
LEISURE,GROUP,LAST_MINUTE,WEBSITE,3_5,NO,UNDER_100,FAIR,WORSE,5,4,PLANNED,THIS_MONTH,BEST_SCHEDULE,DEPENDS,ECONOMY,3,12,8,88.5,CMN-TUN,22,40D,47,0,UPGRADE,2026-06-15 00:37:57.968941
BUSINESS,PAIR,MONTHS_AHEAD,WEBSITE,1_2,YES,200_400,FAIR,AS_EXPECTED,3,5,BOOKED,3_6_MONTHS,LOYALTY,YES,ECONOMY,13,8,9,62.0,CMN-DKR,30,1C,58,0,UPGRADE,2026-06-19 06:54:57.968941
LEISURE,PAIR,LAST_MINUTE,WEBSITE,6_10,NO,200_400,FAIR,AS_EXPECTED,4,4,BOOKED,THIS_MONTH,DIRECT_FLIGHT,NO,ECONOMY,16,23,10,81.6,CMN-ABJ,30,33J,84,1,UPGRADE,2026-03-17 22:58:57.968941
BUSINESS,GROUP,MONTHS_AHEAD,WEBSITE,10_PLUS,YES,UNDER_100,FAIR,AS_EXPECTED,3,2,NO,THIS_MONTH,LOYALTY,DEPENDS,BUSINESS,2,4,3,60.9,CMN-BCN,45,29F,39,1,LOUNGE,2026-02-28 09:29:57.968941
FAMILY,GROUP,FEW_WEEKS,MOBILE_APP,3_5,YES,ABOVE_400,GREAT_DEAL,BETTER,5,3,NO,3_6_MONTHS,DIRECT_FLIGHT,YES,ECONOMY,8,19,9,67.4,CMN-MAD,8,2B,25,0,UPGRADE,2026-04-30 18:33:57.968941
BUSINESS,PAIR,LAST_MINUTE,MOBILE_APP,3_5,YES,UNDER_100,FAIR,BETTER,5,5,NO,NOT_SURE,LOYALTY,DEPENDS,ECONOMY,21,2,4,79.5,CMN-ORY,17,15J,51,0,UPGRADE,2026-04-13 01:57:57.968941
LEISURE,PAIR,FEW_WEEKS,AGENCY,1_2,NO,200_400,TOO_EXPENSIVE,BETTER,3,2,BOOKED,NOT_SURE,LOYALTY,YES,BUSINESS,7,3,5,94.8,CMN-YUL,24,7J,59,0,LOUNGE,2026-06-07 03:12:57.968941
BUSINESS,PAIR,LAST_MINUTE,WEBSITE,1_2,NO,ABOVE_400,GREAT_DEAL,AS_EXPECTED,3,4,NO,NOT_SURE,LOYALTY,YES,ECONOMY,22,11,4,65.5,CMN-DXB,6,10D,22,0,UPGRADE,2026-04-08 16:45:57.968941
LEISURE,ALONE,MONTHS_AHEAD,WEBSITE,1_2,NO,100_200,FAIR,AS_EXPECTED,3,2,NO,3_6_MONTHS,BEST_SCHEDULE,YES,ECONOMY,21,10,5,53.9,CMN-DKR,29,16F,22,0,UPGRADE,2026-04-18 09:58:57.968941
BUSINESS,PAIR,LAST_MINUTE,WEBSITE,3_5,NO,200_400,FAIR,AS_EXPECTED,4,4,PLANNED,NOT_SURE,LOWEST_PRICE,DEPENDS,ECONOMY,10,11,4,68.7,CMN-DXB,35,10G,44,0,UPGRADE,2026-06-21 00:48:57.968941
FAMILY,GROUP,MONTHS_AHEAD,WEBSITE,1_2,NO,100_200,GREAT_DEAL,AS_EXPECTED,3,4,PLANNED,1_3_MONTHS,LOYALTY,NO,ECONOMY,5,17,9,46.6,CMN-CDG,32,21A,59,0,UPGRADE,2026-03-28 20:18:57.968941
LEISURE,GROUP,FEW_WEEKS,AGENCY,1_2,NO,200_400,TOO_EXPENSIVE,AS_EXPECTED,4,5,PLANNED,NOT_SURE,LOYALTY,YES,ECONOMY,8,19,7,59.3,CMN-AMS,3,20G,35,0,UPGRADE,2026-05-09 23:38:57.968941
LEISURE,ALONE,FEW_WEEKS,WEBSITE,3_5,NO,ABOVE_400,FAIR,AS_EXPECTED,3,5,PLANNED,1_3_MONTHS,LOYALTY,NO,ECONOMY,9,21,7,46.1,CMN-BCN,9,8A,67,0,UPGRADE,2026-05-27 18:12:57.968941
FAMILY,PAIR,FEW_WEEKS,MOBILE_APP,3_5,YES,ABOVE_400,GREAT_DEAL,AS_EXPECTED,3,3,NO,3_6_MONTHS,DIRECT_FLIGHT,YES,ECONOMY,18,5,7,96.4,CMN-JFK,43,7H,19,0,UPGRADE,2026-06-21 11:36:57.968941
